날짜,시가,고가,저가,종가,거래량,거래대금
2020-11-23,341.51,348.94,340.6,348.46,380836876,9707925162417
2020-11-24,350.3,352.55,348.61,350.28,295437109,11301918073726
2020-11-25,353.05,353.96,346.17,348.3,333143423,16287810142559
2020-11-26,348.66,352.12,346.77,352.12,182185194,8889575576640
2020-11-27,351.83,353.19,350.63,352.73,178419287,8012487283760
2020-11-30,354.7,354.78,346.05,346.05,339062739,15374366774592
2020-12-01,349.37,353.26,349.07,352.4,260004281,9835984594770
2020-12-02,354.33,359.15,354.0,358.66,220902127,10335625145966
2020-12-03,360.36,361.66,358.45,361.66,206857670,10512512938369
2020-12-04,363.28,369.67,363.23,367.63,281110476,13986331358008
2020-12-07,368.59,371.51,365.32,369.86,221800886,12499140635728
2020-12-08,369.73,370.11,363.41,363.45,192366586,11695796708248
2020-12-09,363.77,371.64,363.77,371.47,191952964,10915023264620
2020-12-10,370.74,372.68,365.76,369.37,344585810,15318298080019
2020-12-11,370.45,374.3,370.39,372.24,331020208,14477293316715
2020-12-14,372.14,374.72,370.5,371.56,284473334,12239048973033
2020-12-15,371.75,372.64,367.7,370.88,243331684,10755575092429
2020-12-16,371.86,374.53,371.03,372.53,188952289,8941284879190
2020-12-17,372.12,372.6,368.07,372.0,244579559,11574244722917
2020-12-18,372.02,373.37,370.5,371.55,307533676,13610228450765
2020-12-21,371.51,372.44,368.05,372.18,252572563,12596264404061
2020-12-22,371.08,371.91,366.43,366.43,291110171,12339656502207
2020-12-23,367.02,371.93,364.72,371.32,296021598,14355360989450
2020-12-24,371.67,380.29,371.67,379.18,314368585,14405605822470
2020-12-28,381.51,383.84,378.44,379.93,304328626,18207122791866
2020-12-29,380.34,382.31,377.04,381.27,234719223,14627035274185
2020-12-30,381.21,390.04,379.14,389.29,236858021,12816206027510
